tokenized_title,tokenized_content
"'coupl', 'held', 'in', 'waterboard', 'of', 'girl', 'polic', 'say'","'the', 'father', 'and', 'stepmoth', 'of', 'a', 'year', 'old', 'girl', 'have', 'been', 'arrest', 'on', 'child', 'abus', 'charg', 'after', 'be', 'accus', 'of', 'use', 'waterboard', 'as', 'a', 'form', 'of', 'punish', 'accord', 'to', 'a', 'report', 'author', 'identifi', 'the', 'suspect', 'as', 'joseph', 'maeser', 'mitchel', 'and', 'ilaria', 'catherina', 'mitchel', 'of', 'provo', 'utah', 'salt', 'lake', 'citi', 's', 'fox', 'report', 'the', 'girl', 'told', 'polic', 'that', 'the', 'coupl', 'punish', 'her', 'on', 'three', 'occas', 'by', 'tie', 'her', 'hand', 'behind', 'her', 'back', 'then', 'hold', 'her', 'down', 'in', 'a', 'bathtub', 'with', 'a', 'towel', 'over', 'her', 'face', 'as', 'they', 'ran', 'water', 'over', 'her', 'face', 'the', 'report', 'said', 'the', 'year', 'old', 'state', 'that', 'she', 'cannot', 'breath', 'and', 'it', 'hurt', 'when', 'this', 'happen', 'a', 'polic', 'report', 'state', 'accord', 'to', 'fox', 'reach', 'in', 'texa', 'the', 'girl', 's', 'biolog', 'mother', 'express', 'shock', 'and', 'outrag', 'after', 'hear', 'the', 'alleg', 'the', 'station', 'report', 'it', 'was', 'the', 'hardest', 'thing', 'for', 'me', 'to', 'hear', 'have', 'to', 'be', 'in', 'texa', 'said', 'brittani', 'calabres', 'who', 'ad', 'she', 'hasn', 't', 'seen', 'her', 'daughter', 'sinc', 'she', 's', 'nine', 'nine', 'year', 'old', 'that', 'is', 'tortur', 'of', 'a', 'child', 'the', 'case', 'came', 'to', 'the', 'attent', 'of', 'author', 'in', 'novemb', 'when', 'the', 'father', 'brought', 'the', 'girl', 'to', 'utah', 'valley', 'hospit', 'for', 'an', 'unspecifi', 'reason', 'and', 'nurs', 'make', 'inquiri', 'determin', 'that', 'someth', 'seem', 'wrong', 'the', 'child', 'is', 'current', 'in', 'the', 'custodi', 'of', 'the', 'state', 's', 'divis', 'of', 'child', 'and', 'famili', 'servic', 'while', 'the', 'case', 'is', 'handl', 'by', 'the', 'legal', 'system', 'fox', 'report'"
"'indiana', 'governor', 'say', 'pass', 'hate', 'crime', 'law', 'long', 'overdu'","'the', 'spray', 'paint', 'of', 'a', 'swastika', 'outsid', 'a', 'suburban', 'indianapoli', 'synagogu', 'this', 'summer', 'was', 'the', 'final', 'straw', 'for', 'republican', 'gov', 'eric', 'holcomb', 'who', 'quick', 'call', 'for', 'indiana', 'to', 'join', 'the', 'state', 'that', 'have', 'hate', 'crime', 'law', 'it', 'not', 'onli', 'the', 'right', 'thing', 'to', 'do', 'it', 'long', 'overdu', 'holcomb', 'said', 'friday', 'dure', 'an', 'interview', 'with', 'the', 'associ', 'press', ""i'm"", 'convinc', 'the', 'overwhelm', 'major', 'of', 'hoosier', 'feel', 'the', 'same', 'way', 'as', 'the', 'annual', 'legisl', 'session', 'draw', 'near', 'though', 'some', 'warn', 'that', 'such', 'a', 'propos', 'could', 'spark', 'a', 'bitter', 'cultur', 'debat', 'that', 'would', 'bring', 'unwant', 'attent', 'to', 'the', 'deepli', 'conserv', 'state', 'much', 'like', 'the', 'religi', 'object', 'law', 'that', 'critic', 'wide', 'pan', 'as', 'a', 'sanction', 'of', 'discrimin', 'against', 'the', 'lgbt', 'communiti', 'and', 'that', 'drew', 'a', 'stiff', 'rebuk', 'from', 'big', 'busi', 'if', 'this', 'is', 'a', 'big', 'knock', 'down', 'drag', 'out', 'rfra', 'esqu', 'discuss', 'it', 'is', 'not', 'go', 'to', 'help', 'anyon', 'said', 'hous', 'speaker', 'brian', 'bosma', 'use', 'an', 'acronym', 'for', ""'s"", 'religi', 'freedom', 'restor', 'act', 'which', 'was', 'sign', 'into', 'law', 'by', 'vice', 'presid', 'mike', 'penc', 'when', 'he', 'was', 'indiana', 'governor', 'we', 'need', 'to', 'do', 'it', 'in', 'such', 'a', 'way', 'that', 'not', 'a', 'net', 'negat', 'and', 'bring', 'undu', 'attent', 'to', 'our', 'state', 'bosma', 'would', 'know', 'the', 'indianapoli', 'republican', 'help', 'shepherd', 'a', 'bill', 'to', 'fix', 'the', 'law', 'through', 'the', 'statehous', 'step', 'that', 'were', 'taken', 'onli', 'after', 'busi', 'protest', 'group', 'vow', 'a', 'boycott', 'and', 'the', 'state', 'was', 'lampoon', 'on', 'late', 'night', 'tv', 'an', 'overwhelm', 'major', 'of', 'state', 'have', 'hate', 'crime', 'law', 'which', 'vari', 'to', 'some', 'degre', 'but', 'general', 'allow', 'for', 'stiffer', 'sentenc', 'to', 'be', 'given', 'to', 'peopl', 'who', 'are', 'convict', 'of', 'crime', 'motiv', 'by', 'hatr', 'or', 'bias', 'onli', 'indiana', 'georgia', 'south', 'carolina', 'wyom', 'and', 'arkansa', 'do', 'not', 'what', 'remain', 'to', 'be', 'seen', 'is', 'what', 'sort', 'of', 'law', 'might', 'be', 'palat', 'to', 'indiana', 'legisl', 'whether', 'it', 'would', 'be', 'open', 'end', 'and', 'general', 'or', 'whether', 'it', 'would', 'specifi', 'characterist', 'that', 'would', 'be', 'cover', 'such', 'as', 'race', 'gender', 'religion', 'sexual', 'orient', 'and', 'gender', 'ident', 'which', 'is', 'what', 'holcomb', 'want', 'while', 'mani', 'busi', 'leader', 'support', 'the', 'governor', 'call', 'for', 'a', 'hate', 'crime', 'law', 'and', 'view', 'the', 'absenc', 'of', 'one', 'as', 'a', 'sign', 'of', 'intoler', 'mani', 'religi', 'conserv', 'includ', 'some', 'rank', 'and', 'file', 'legisl', 'see', 'it', 'as', 'an', 'unnecessari', 'exercis', 'that', 'could', 'lead', 'to', 'other', 'unwant', 'social', 'chang', 'for', 'year', ""they'v"", 'stymi', 'effort', 'to', 'put', 'a', 'hate', 'crime', 'law', 'on', 'the', 'book', 'argu', 'that', 'judg', 'can', 'alreadi', 'consid', 'factor', 'such', 'as', 'bias', 'when', 'determin', 'sentenc', 'nobodi', 'is', 'for', 'hate', 'crime', 'but', 'it', 'a', 'pandora', 'box', 'said', 'ron', 'johnson', 'who', 'lead', 'the', 'indiana', 'pastor', 'allianc', 'and', 'believ', 'christian', 'are', 'persecut', 'by', 'gay', 'right', 'support', 'it', 'open', 'the', 'door', 'to', 'all', 'the', 'rest', 'of', 'this', 'crazi', 'that', 'we', 'are', 'see', 'some', 'conserv', 'argu', 'that', 'adopt', 'a', 'hate', 'crime', 'law', 'would', 'creat', 'a', 'protect', 'class', 'of', 'citizen', 'and', 'grant', 'addit', 'accept', 'to', 'those', 'who', 'are', 'lesbian', 'gay', 'bisexu', 'or', 'transgend', 'anoth', 'common', 'refrain', 'among', 'lawmak', 'who', 'oppos', 'the', 'idea', 'is', 'that', 'it', 'would', 'target', 'thought', 'crime', 'all', 'crime', 'are', 'bad', 'they', 'say', 'regardless', 'of', 'what', 'motiv', 'them', 'holcomb', 'say', 'noth', 'could', 'be', 'further', 'from', 'the', 'truth', 'you', 'want', 'to', 'have', 'a', 'moron', 'thought', 'that', 'your', 'right', 'he', 'said', 'but', 'when', 'it', 'becom', 'a', 'crimin', 'action', ""you'v"", 'cross', 'the', 'line', 'for', 'those', 'who', 'have', 'receiv', 'intimid', 'threat', 'driven', 'by', 'hatr', 'or', 'bias', 'the', 'issu', 'is', 'far', 'less', 'abstract', 'than', 'mani', 'critic', 'portray', 'across', 'the', 'u', 's', 'the', 'number', 'of', 'report', 'hate', 'crime', 'increas', 'by', 'about', 'percent', 'in', 'accord', 'to', 'the', 'fbi', 'in', 'indiana', 'the', 'number', 'has', 'fluctuat', 'in', 'recent', 'decad', 'rang', 'from', 'about', 'to', 'over', 'crime', 'per', 'year', 'that', 'would', 'fit', 'the', 'descript', 'but', 'those', 'figur', 'depend', 'on', 'how', 'law', 'enforc', 'agenc', 'categor', 'crime', 'which', 'can', 'be', 'subject', 'and', 'how', 'mani', 'of', 'them', 'report', 'their', 'statist', 'to', 'the', 'fbi', 'which', 'can', 'fluctuat', 'indiana', 'has', 'a', 'complic', 'histori', 'when', 'it', 'come', 'to', 'prejudic', 'and', 'bigotri', 'the', 'state', 'was', 'a', 'stop', 'along', 'the', 'underground', 'railroad', 'but', 'in', 'the', 's', 'local', 'polit', 'was', 'domin', 'by', 'the', 'ku', 'klux', 'klan', 'with', 'some', 'estim', 'indic', 'that', 'one', 'quarter', 'of', 'the', 'nativ', 'born', 'white', 'men', 'were', 'member', 'in', 'the', 's', 'indiana', 'born', 'author', 'and', 'diplomat', 'john', 'bartlow', 'martin', 'describ', 'the', 'state', 'in', 'a', 'memo', 'to', 'robert', 'kennedi', 'as', 'suspici', 'of', 'foreign', 'entangl', 'conserv', 'in', 'fiscal', 'matter', 'and', 'with', 'a', 'strong', 'overlay', 'of', 'southern', 'segregationist', 'sentiment', 'accord', 'to', 'indiana', 'historian', 'ray', 'boomhow', 'asid', 'from', 'the', 'synagogu', 'vandal', 'that', 'prompt', 'holcomb', 'to', 'public', 'call', 'for', 'a', 'hate', 'crime', 'law', 'activist', 'say', 'graffiti', 'swastika', 'have', 'been', 'appear', 'in', 'more', 'public', 'place', 'last', 'year', 'a', 'man', 'plead', 'guilti', 'to', 'batteri', 'after', 'author', 'say', 'he', 'attack', 'a', 'woman', 'in', 'bloomington', 'while', 'shout', 'racial', 'slur', 'and', 'tri', 'to', 'remov', 'her', 'headscarf', 'and', 'matthew', 'heimbach', 'of', 'paoli', 'has', 'becom', 'a', 'promin', 'figur', 'in', 'the', 'white', 'nationalist', 'movement', 'onc', 'spearhead', 'a', 'group', 'that', 'describ', 'itself', 'as', 'fight', 'to', 'secur', 'the', 'exist', 'of', 'our', 'peopl', 'and', 'a', 'futur', 'for', 'white', 'children', 'david', 'sklar', 'assist', 'director', 'of', 'the', 'indianapoli', 'jewish', 'communiti', 'relat', 'council', 'said', 'the', 'onli', 'reason', 'anyon', 'should', 'worri', 'about', 'a', 'hate', 'crime', 'law', 'is', 'if', 'you', 'are', 'a', 'crimin', 'will', 'pass', 'a', 'hate', 'crime', 'statut', 'ultim', 'stop', 'a', 'hate', 'crime', 'from', 'happen', 'chanc', 'are', 'probabl', 'not', 'sklar', 'said', 'but', 'it', 'is', 'equal', 'import', 'to', 'make', 'sure', 'that', 'a', 'person', 'receiv', 'the', 'right', 'amount', 'of', 'jail', 'time', 'and', 'for', 'the', 'state', 'to', 'say', 'we', 'will', 'not', 'toler', 'these', 'thing', 'and', 'we', 'will', 'make', 'our', 'law', 'reflect', 'that', ""'"""
"'famili', 'alabama', 'tri', 'to', 'shield', 'offic', 'who', 'kill', 'black', 'man'","'relat', 'of', 'a', 'black', 'man', 'kill', 'by', 'polic', 'in', 'alabama', 'largest', 'shop', 'mall', 'claim', 'monday', 'that', 'a', 'state', 'takeov', 'of', 'the', 'investig', 'is', 'a', 'bid', 'by', 'author', 'to', 'protect', 'the', 'offic', 'hold', 'a', 'photo', 'of', 'her', 'son', 'emant', 'ej', 'bradford', 'jr', 'april', 'pipkin', 'said', 'the', 'move', 'by', 'attorney', 'general', 'steve', 'marshal', 'to', 'assum', 'control', 'of', 'the', 'probe', 'seem', 'aim', 'at', 'shield', 'the', 'offic', 'who', 'has', 'yet', 'to', 'be', 'name', 'public', 'the', 'famili', 'lawyer', 'contend', 'the', 'case', 'should', 'have', 'been', 'left', 'with', 'newli', 'elect', 'jefferson', 'counti', 'district', 'attorney', 'danni', 'carr', 'who', 'is', 'black', 'or', 'given', 'to', 'lynneic', 'washington', 'anoth', 'black', 'district', 'attorney', 'who', 'handl', 'case', 'in', 'the', 'western', 'part', 'of', 'the', 'counti', 'all', 'the', 'famili', 'want', 'is', 'for', 'justic', 'to', 'be', 'serv', 'for', 'my', 'son', 'pipkin', 'said', 'dure', 'a', 'news', 'confer', 'by', 'take', 'the', 'case', 'from', 'mr', 'carr', 'we', 'feel', 'they', 'are', 'tri', 'to', 'protect', 'this', 'offic', 'who', 'kill', 'by', 'son', 'carr', 'declin', 'comment', 'but', 'his', 'offic', 'reissu', 'a', 'statement', 'from', 'last', 'week', 'say', 'it', 'was', 'capabl', 'of', 'handl', 'the', 'investig', 'into', 'bradford', 'death', 'at', 'a', 'shop', 'mall', 'in', 'suburban', 'hoover', 'on', 'thanksgiv', 'night', 'marshal', 'said', 'last', 'week', 'that', 'his', 'offic', 'was', 'take', 'over', 'the', 'investig', 'to', 'guard', 'against', 'ani', 'potenti', 'conflict', 'of', 'interest', 'involv', 'local', 'offici', 'joy', 'patterson', 'spokeswoman', 'for', 'the', 'attorney', 'general', 'offic', 'said', 'monday', 'that', 'correspond', 'show', 'carr', 'direct', 'convey', 'to', 'attorney', 'general', 'marshal', 'the', 'presenc', 'of', 'carr', 'perceiv', 'conflict', 'in', 'this', 'matter', 'and', 'that', 'marshal', 'act', 'on', 'standard', 'procedur', 'to', 'assum', 'prosecut', 'the', 'attorney', 'general', 'offic', 'will', 'ensur', 'that', 'the', 'hoover', 'mall', 'shoot', 'case', 'are', 'handl', 'with', 'the', 'highest', 'degre', 'of', 'fair', 'and', 'profession', 'as', 'we', 'pursu', 'justic', 'for', 'all', 'parti', 'patterson', 'said', 'washington', 'said', 'she', ""doesn't"", 'believ', 'carr', 'should', 'have', 'been', 'remov', 'from', 'the', 'case', 'and', 'she', 'doubt', 'marshal', 'would', 'now', 'send', 'the', 'case', 'to', 'her', 'the', 'offic', 'who', 'shot', 'bradford', 'is', 'involv', 'in', 'about', 'case', 'pend', 'with', 'area', 'prosecutor', 'offici', 'said', 'at', 'least', 'one', 'protest', 'leader', 'involv', 'in', 'demonstr', 'over', 'the', 'shoot', 'public', 'support', 'carr', 'in', 'his', 'success', 'bid', 'to', 'becom', 'birmingham', 'first', 'black', 'district', 'attorney', 'ben', 'crump', 'an', 'attorney', 'repres', 'bradford', 'famili', 'said', 'relat', 'were', 'veri', 'suspici', 'of', 'the', 'grab', 'by', 'marshal', 'a', 'republican', 'appointe', 'who', 'won', 'his', 'first', 'full', 'term', 'in', 'offic', 'last', 'month', 'the', 'offic', 'should', 'be', 'charg', 'with', 'murder', 'if', 'the', 'evid', 'support', 'it', 'he', 'said', 'they', 'feel', ""they'r"", 'tri', 'to', 'protect', 'this', 'offic', 'crump', 'said', 'bradford', 'was', 'shot', 'to', 'death', 'moment', 'after', 'gunfir', 'erupt', 'dure', 'a', 'confront', 'at', 'the', 'riverchas', 'galleria', 'which', 'was', 'crowd', 'with', 'holiday', 'shopper', 'polic', 'initi', 'claim', 'bradford', 'was', 'the', 'gunman', 'in', 'that', 'initi', 'confront', 'and', 'said', 'an', 'offic', 'shot', 'him', 'they', 'later', 'said', 'bradford', 'was', 'not', 'the', 'shooter', 'but', 'an', 'offic', 'heard', 'shot', 'saw', 'bradford', 'with', 'a', 'gun', 'and', 'fire', 'at', 'him', 'relat', 'have', 'said', 'bradford', 'was', 'licens', 'to', 'carri', 'a', 'weapon', 'a', 'forens', 'exam', 'commiss', 'by', 'the', 'famili', 'show', 'that', 'bradford', 'was', 'shot', 'three', 'time', 'in', 'the', 'rear', 'portion', 'of', 'his', 'bodi', 'includ', 'onc', 'in', 'the', 'back', 'of', 'the', 'head', 'a', 'brief', 'portion', 'of', 'videotap', 'review', 'by', 'the', 'famili', 'legal', 'team', 'support', 'evid', 'that', 'indic', 'bradford', 'was', 'move', 'away', 'from', 'the', 'offic', 'when', 'he', 'was', 'shot', 'crump', 'said', 'author', 'have', 'refus', 'to', 'public', 'releas', 'video', 'or', 'other', 'evid', 'cite', 'the', 'continu', 'investig'"
"'georgia', 'teacher', 'admit', 'steal', 'year', 'old', 'student', 'violin', 'to', 'pay', 'ticket', 'polic', 'say'","'a', 'georgia', 'teacher', 'told', 'polic', 'he', 'stole', 'a', 'year', 'old', 'student', 'violin', 'becaus', 'he', 'need', 'money', 'to', 'pay', 'for', 'a', 'ticket', 'cite', 'an', 'incid', 'report', 'news', 'outlet', 'report', 'that', 'video', 'show', 'year', 'old', 'kalif', 'jone', 'of', 'stone', 'mountain', 'steal', 'the', 'instrument', 'from', 'the', 'cafeteria', 'it', 'also', 'show', 'the', 'brockett', 'elementari', 'school', 'teacher', 'walk', 'throughout', 'the', 'school', 'with', 'the', 'violin', 'case', 'in', 'hand', 'befor', 'leav', 'with', 'it', 'the', 'crimin', 'investig', 'began', 'in', 'late', 'novemb', 'after', 'the', 'student', 'came', 'home', 'without', 'his', 'instrument', 'polic', 'arrest', 'the', 'dekalb', 'counti', 'teacher', 'after', 'he', 'said', 'he', 'stole', 'the', 'violin', 'becaus', 'he', 'had', 'recent', 'receiv', 'a', 'ticket', 'and', 'need', 'money', 'for', 'it', 'jail', 'record', 'show', 'he', 'was', 'charg', 'with', 'a', 'count', 'of', 'misdemeanor', 'theft', 'nov', 'it', 'unclear', 'if', 'he', 'has', 'a', 'lawyer'"
"'statu', 'of', 'liberti', 'climber', 'convict', 'in', 'juli', 'protest'","'a', 'woman', 'who', 'climb', 'the', 'base', 'of', 'the', 'statu', 'of', 'liberti', 'on', 'juli', 'to', 'protest', 'the', 'separ', 'of', 'famili', 'at', 'the', 'mexican', 'border', 'was', 'convict', 'monday', 'of', 'misdemeanor', 'charg', 'by', 'a', 'judg', 'who', 'said', 'a', 'person', 'viewpoint', ""can't"", 'be', 'a', 'factor', 'in', 'whether', 'law', 'are', 'enforc', 'the', 'verdict', 'by', 'u', 's', 'magistr', 'judg', 'gabriel', 'w', 'gorenstein', 'came', 'two', 'hour', 'after', 'theres', 'okoumou', 'got', 'choke', 'up', 'as', 'she', 'testifi', 'say', 'imag', 'from', 'the', 'u', 's', 'mexican', 'border', 'of', 'children', 'be', 'torn', 'from', 'their', 'parent', 'gave', 'her', 'nightmar', 'she', 'face', 'up', 'to', 'month', 'in', 'prison', 'at', 'a', 'march', 'sentenc', 'on', 'charg', 'of', 'trespass', 'interfer', 'with', 'an', 'agenc', 'function', 'and', 'disord', 'conduct', 'ron', 'kubi', 'one', 'of', 'okoumou', 'lawyer', 'told', 'the', 'judg', 'that', 'his', 'client', 'want', 'a', 'trial', 'even', 'though', 'it', 'was', 'clear', 'the', 'likelihood', 'of', 'her', 'convict', 'today', 'was', 'close', 'to', 'percent', 'in', 'a', 'courtroom', 'pack', 'with', 'emot', 'okoumou', 'support', 'gorenstein', 'explain', 'that', 'his', 'decis', 'need', 'to', 'be', 'consist', 'whether', 'it', 'was', 'okoumou', 'who', 'climb', 'the', 'statu', 'or', 'somebodi', 'with', 'the', 'exact', 'opposit', 'opinion', 'he', 'note', 'that', 'okoumou', 'repeat', 'ignor', 'order', 'to', 'descend', 'from', 'a', 'perch', 'at', 'the', 'feet', 'of', 'the', 'statu', 'that', 'was', 'high', 'enough', 'that', 'a', 'prosecutor', 'said', 'it', 'could', 'have', 'serious', 'injur', 'or', 'kill', 'her', 'or', 'tourist', 'below', 'new', 'york', 'polic', 'depart', 'rescuer', 'were', 'forc', 'to', 'climb', 'a', 'ricketi', 'ladder', 'and', 'gird', 'themselv', 'like', 'mountain', 'climber', 'to', 'safe', 'bring', 'her', 'down', 'the', 'near', 'four', 'hour', 'demonstr', 'forc', 'an', 'evacu', 'of', 'peopl', 'from', 'the', 'statu', 'ground', 'on', 'one', 'of', 'it', 'busiest', 'day', 'of', 'the', 'year', 'okoumou', 'had', 'testifi', 'that', 'she', ""couldn't"", 'live', 'with', 'the', 'sight', 'of', 'children', 'in', 'cage', 'and', 'thought', 'climb', 'the', 'statu', 'was', 'the', 'onli', 'way', 'to', 'bring', 'attent', 'to', 'the', 'issu', 'i', 'have', 'had', 'nightmar', 'i', 'just', ""couldn't"", 'live', 'with', 'it', 'she', 'said', 'outsid', 'court', 'afterward', 'she', 'stood', 'alongsid', 'kubi', 'defens', 'attorney', 'rhidaya', 'trivedi', 'and', 'california', 'attorney', 'michael', 'avenatti', 'who', 'serv', 'as', 'an', 'advis', 'in', 'the', 'case', 'as', 'support', 'held', 'sign', 'behind', 'her', 'we', 'stand', 'on', 'the', 'right', 'side', 'of', 'histori', 'okoumou', 'said', 'i', 'am', 'not', 'a', 'bit', 'discourag', 'today', 'she', 'said', 'she', ""didn't"", 'regret', 'her', 'statu', 'of', 'liberti', 'protest', 'the', 'act', 'of', 'climb', 'the', 'base', 'of', 'the', 'statu', 'of', 'liberti', 'went', 'well', 'beyond', 'peaceabl', 'protest', 'a', 'right', 'we', 'certain', 'respect', 'it', 'was', 'a', 'crime', 'that', 'put', 'peopl', 'at', 'grave', 'risk', 'he', 'said', 'cite', 'the', 'work', 'by', 'nypd', 'and', 'u', 's', 'park', 'polic', 'offic', 'who', 'rescu', 'her', 'gorenstein', 'allow', 'okoumou', 'to', 'remain', 'free', 'without', 'addit', 'bail', 'condit', 'request', 'by', 'assist', 'u', 's', 'attorney', 'brett', 'kalikow', 'who', 'said', 'okoumou', 'had', 'twice', 'tri', 'to', 'climb', 'the', 'eiffel', 'tower', 'in', 'pari', 'and', 'was', 'arrest', 'at', 'an', 'august', 'depart', 'of', 'labor', 'protest', 'this', 'stori', 'has', 'been', 'correct', 'to', 'show', 'that', 'the', 'defend', 'first', 'name', 'is', 'theres', 'not', 'theresa'"
"'ohio', 'polic', 'offic', 'pen', 'emot', 'plea', 'to', 'speeder', 'after', 'ticket', 'teen', 'for', 'drive', 'mph'","'an', 'ohio', 'polic', 'offic', 'told', 'a', 'teenag', ""you'r"", 'welcom', 'in', 'an', 'open', 'letter', 'on', 'facebook', 'sunday', 'after', 'issu', 'the', 'year', 'old', 'a', 'speed', 'ticket', 'on', 'state', 'rout', 'and', 'the', 'cop', 'hope', 'other', 'lead', 'foot', 'driver', 'will', 'take', 'note', 'when', 'the', 'offic', 'who', 'was', 'not', 'identifi', 'in', 'the', 'post', 'with', 'the', 'north', 'ridgevill', 'polic', 'depart', 'pull', 'the', 'teenag', 'over', 'for', 'speed', 'the', 'driver', 'claim', 'to', 'not', 'realiz', 'how', 'fast', 'he', 'or', 'she', 'was', 'go', 'but', 'the', 'offic', 'immedi', 'knew', 'that', ""wasn't"", 'true', 'in', 'fact', 'the', 'offici', 'said', 'it', 'should', 'be', 'pretti', 'obvious', ""you'r"", 'speed', 'when', 'you', 'hit', 'mile', 'per', 'hour', 'in', 'a', 'mile', 'per', 'hour', 'zone', 'you', 'may', 'not', 'realiz', 'when', 'you', 're', 'do', 'in', 'a', 'but', 'you', 'are', 'fulli', 'awar', 'of', 'everi', 'mile', 'per', 'hour', 'at', 'you', 'realiz', 'it', 'with', 'everi', 'bump', 'you', 'hit', 'you', 'realiz', 'it', 'as', 'you', 'pass', 'car', 'so', 'fast', 'the', 'wind', 'move', 'your', 'car', 'you', 'realiz', 'it', 'everi', 'time', 'you', 'drift', 'over', 'the', 'line', 'and', 'when', 'you', 'move', 'the', 'wheel', 'the', 'car', 'react', 'a', 'lot', 'quicker', 'than', 'you', 're', 'use', 'to', 'you', 'absolut', 'realiz', 'it', 'the', 'offic', 'wrote', 'the', 'offic', 'said', 'the', 'teen', 'was', 'just', 'minut', 'away', 'from', 'caus', 'a', 'christma', 'tragedi', 'potenti', 'harm', 'him', 'or', 'herself', 'as', 'well', 'as', 'other', 'on', 'the', 'road', 'it', 'was', 'clear', 'the', 'teen', 'was', 'upset', 'visibl', 'shake', 'and', 'breath', 'hard', 'after', 'be', 'pull', 'over', 'by', 'the', 'patrol', 'car', 'but', 'that', ""wasn't"", 'the', 'right', 'reason', 'to', 'panic', 'the', 'cop', 'ad', 'you', 'should', 'have', 'been', 'scare', 'that', 'you', 'were', 'tri', 'to', 'kill', 'yourself', 'i', 'know', 'you', 're', 'invinc', 'i', 'know', 'that', 'you', 'can', 't', 'even', 'fathom', 'your', 'own', 'death', 'the', 'offic', 'continu', 'i', 'can', 'tell', 'you', 'dozen', 'of', 'stori', 'of', 'dead', 'and', 'broken', 'year', 'old', 'bodi', 'that', 'i', 've', 'pull', 'from', 'car', 'broken', 'bodi', 'that', 'i', 've', 'found', 'in', 'front', 'yard', 'after', 'crash', 'unrecogniz', 'bodi', 'they', 'thought', 'they', 'were', 'invinc', 'too', 'they', 'weren', 't', 'in', 'the', 'lengthi', 'letter', 'the', 'offic', 'plead', 'with', 'the', 'teenag', 'to', 'think', 'about', 'his', 'or', 'her', 'parent', 'or', 'guardian', 'in', 'the', 'futur', 'explain', 'how', 'they', 'would', 'be', 'devast', 'if', 'anyth', 'happen', 'to', 'their', 'child', 'sometim', 'you', 're', 'the', 'innoc', 'person', 'hit', 'by', 'someon', 'with', 'no', 'regard', 'for', 'anyon', 'els', 'and', 'sometim', 'you', 're', 'the', 'one', 'with', 'no', 'regard', 'for', 'anyon', 'els', 'today', 'you', 'were', 'the', 'latter', 'the', 'offici', 'ad', 'at', 'the', 'end', 'of', 'the', 'note', 'the', 'offic', 'admit', 'the', 'year', 'old', 'appear', 'to', 'be', 'a', 'nice', 'kid', 'who', 'made', 'a', 'bad', 'decis', 'though', 'the', 'cop', 'ad', 'the', 'ticket', 'was', 'warrant', 'i', 'don', 't', 'feel', 'bad', 'about', 'this', 'ticket', 'at', 'all', 'in', 'fact', 'i', 'm', 'proud', 'of', 'it', 'i', 'hope', 'you', 're', 'pay', 'it', 'off', 'for', 'month', 'and', 'with', 'everi', 'payment', 'you', 'think', 'about', 'how', 'it', 'wasn', 't', 'worth', 'it', 'i', 'hope', 'you', 'slow', 'down', 'the', 'note', 'continu', 'ad', 'onc', 'again', 'a', 'remind', 'that', 'no', 'one', 'is', 'invinc', 'the', 'facebook', 'post', 'has', 'been', 'share', 'by', 'more', 'than', 'peopl', 'and', 'receiv', 'comment', 'as', 'of', 'monday', 'afternoon', 'the', 'major', 'of', 'user', 'thank', 'the', 'polic', 'depart', 'for', 'the', 'emot', 'remind', 'we', 'have', 'some', 'outstand', 'cop', 'one', 'facebook', 'user', 'repli', 'thank', 'you', 'mr', 'offic', 'you', 'could', 'not', 'say', 'it', 'no', 'better', 'way', 'onli', 'if', 'the', 'kid', 'realiz', 'what', 'damag', 'they', 'can', 'do', 'the', 'other', 'peopl', 'god', 'bless', 'you', 'and', 'your', 'famili', 'anoth', 'echo', 'thank', 'you', 'for', 'stop', 'him', 'job', 'well', 'done', 'a', 'man', 'respond'"
